amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;stim_id;stim_pos;stim_freq;stim_elec;stim_time;stim_attended;con_validity;con_pos_attention;con_pos_targ;con_val_pos_att
5.23540735244751;2.35982966423035;-0.400107007261086;-2.49854159225225;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;stim_attended;valid;right;right;valid_right
4.03022956848145;1.40213370323181;2.40641636718377;-3.54401399167188;1;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;stim_attended;invalid;right;left;invalid_right
5.12594556808472;2.08315300941467;0.236887898175397;6.47929053754122;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;stim_attended;invalid;right;left;invalid_right
3.97575378417969;1.66988182067871;1.8633789267948;13.6991477180722;1;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;stim_attended;invalid;left;right;invalid_left
5.20820999145508;1.53292000293732;-3.76730496052113;-9.22541554099057;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;stim_attended;invalid;left;right;invalid_left
4.38363075256348;2.12119507789612;14.391886599337;55.4634510649243;1;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;both_attended;neutral;both;left;neutral_both
4.70094013214111;1.78495132923126;-6.11083291635865;-5.28523721836;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;both_attended;neutral;both;left;neutral_both
3.88905239105225;1.38645732402802;7.77832530737752;2.16847997768017;1;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;both_attended;neutral;both;right;neutral_both
4.95467376708984;1.47268903255463;2.60000823509234;-11.0903431365035;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;both_attended;neutral;both;right;neutral_both
3.98201513290405;1.90428245067596;7.01341721777502;27.2231121826387;1;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;stim_attended;valid;left;left;valid_left
4.63700342178345;2.10814023017883;-7.95647106783829;-5.45371823282694;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;stim_attended;valid;left;left;valid_left
3.68238210678101;1.57563948631287;-4.6721363583901;15.4447213697803;1;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;stim_attended;valid;right;right;valid_right
5.28229475021362;2.75721669197083;0.491892313103093;13.920361578733;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;stim_attended;valid;right;right;valid_right
4.16098594665527;1.2678507566452;5.72888023143936;-12.7816451728215;1;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;stim_attended;invalid;right;left;invalid_right
5.5027437210083;2.62091493606567;7.60510391084623;33.9667137700713;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;stim_attended;invalid;right;left;invalid_right
3.75369429588318;0.850520670413971;-3.8260402446453;-42.0896292509086;1;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;stim_attended;invalid;left;right;invalid_left
4.73387098312378;1.85319137573242;-12.5317213740233;9.74002344074667;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;stim_attended;invalid;left;right;invalid_left
3.69485688209534;1.0617311000824;-3.58183129127286;-22.1851952035071;1;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;both_attended;neutral;both;left;neutral_both
5.54503345489502;2.49880385398865;10.7477563841886;32.5938754701578;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;both_attended;neutral;both;left;neutral_both
3.72407960891724;1.6755074262619;3.20639148084467;23.4686736950257;1;SSVEP1;left;24;'PO4','O2','PO8';[2000 3000] ;both_attended;neutral;both;right;neutral_both
5.40400695800781;2.58899831771851;11.9046751527615;56.303840770257;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[2000 3000] ;both_attended;neutral;both;right;neutral_both
2.50215697288513;1.13668644428253;0;0;2;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;stim_attended;valid;left;left;valid_left
3.29333519935608;0.641701638698578;0;0;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;stim_attended;valid;left;left;valid_left
2.55901575088501;1.34753656387329;0;0;2;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;stim_attended;valid;right;right;valid_right
3.15830445289612;0.721526503562927;0;0;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;stim_attended;valid;right;right;valid_right
2.85399627685547;1.7287095785141;0;0;2;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;stim_attended;invalid;right;left;invalid_right
